age,annual_income,employment_years,total_debt,debt_to_income,num_credit_lines,late_payments_2yr,credit_utilization,credit_history_length,recent_inquiries,loan_amount,home_ownership,savings_balance,creditworthy
62,19476.73,1.3,5102.9,0.262,5,4,0.095,17.6,1,5055.52,1,6415.23,1
44,77641.06,3.4,14285.96,0.184,1,1,0.272,9.2,1,19308.71,0,15504.92,1
26,53768.01,10.3,19517.79,0.363,6,0,0.191,9.2,1,10390.54,0,2789.43,1
43,98259.4,6.2,40777.65,0.415,4,1,0.545,5.7,1,10644.06,0,11623.79,0
64,52154.13,4.3,13247.15,0.254,6,2,0.277,11.5,0,4161.55,1,4848.2,1
39,32996.12,0.5,15574.17,0.472,3,0,0.251,4.9,1,5709.61,0,629.11,1
64,44260.7,5.9,19740.27,0.446,5,1,0.33,5.9,0,15381.28,2,2356.81,0
47,73273.89,0.9,18465.02,0.252,1,0,0.384,6.6,0,7217.26,1,48501.1,1
60,33343.94,7.7,17338.85,0.52,5,1,0.183,10.9,4,6694.79,0,2598.86,0
65,39334.28,1.4,20611.16,0.524,4,0,0.335,6.6,0,44610.65,0,2043.51,1
34,43877.45,2.7,28959.12,0.66,4,0,0.213,12.5,5,10318.9,0,2037.37,0
43,27592.91,2.2,16748.9,0.607,2,1,0.597,3.2,1,8924.95,0,1705.12,0
53,33585.12,9.8,7220.8,0.215,4,2,0.172,6.3,0,9122.8,1,571.6,1
18,53437.88,0.7,26131.12,0.489,5,2,0.165,8.6,1,6589.13,1,189.1,0
25,89432.45,4.2,43106.44,0.482,5,2,0.319,9.0,1,9475.75,0,1178.21,0
66,57444.44,0.8,17118.44,0.298,3,0,0.229,11.7,1,31699.74,1,1955.19,1
52,47909.51,6.1,20026.18,0.418,2,1,0.298,3.5,0,12680.83,1,5771.51,0
69,32349.85,11.8,2199.79,0.068,5,1,0.41,8.3,2,3800.08,1,1912.19,1
32,84760.1,2.9,5424.65,0.064,4,1,0.658,3.2,2,7613.04,2,3470.74,1
64,60885.65,3.3,5662.37,0.093,2,2,0.194,11.2,0,10536.01,2,721.86,1
39,34428.33,13.1,14046.76,0.408,5,0,0.06,5.7,2,4008.64,1,380.81,0
31,76827.98,3.7,31883.61,0.415,4,2,0.228,12.1,1,7474.73,1,4524.28,1
43,64847.17,3.3,20037.78,0.309,2,1,0.339,8.1,2,5560.18,1,6510.91,1
45,32638.07,4.3,19843.95,0.608,3,3,0.381,8.6,0,7803.22,1,9685.91,0
40,46597.91,5.8,23205.76,0.498,6,3,0.051,21.3,2,10321.8,0,12647.51,1
31,38315.65,0.6,4214.72,0.11,4,1,0.29,13.1,1,15051.13,2,14505.56,1
41,182913.56,8.6,59263.99,0.324,4,2,0.574,11.5,1,4952.68,1,6799.42,1
19,63951.0,2.9,13365.76,0.209,4,2,0.11,8.1,0,9401.27,1,1503.11,1
62,53818.96,0.4,22173.41,0.412,3,0,0.7,6.3,1,8132.49,1,4185.97,1
43,62089.46,7.7,21420.86,0.345,3,1,0.209,5.7,0,8672.13,0,2026.14,1
31,97692.62,2.4,21296.99,0.218,4,0,0.261,15.0,1,6053.39,1,2262.24,1
68,47019.14,0.5,28399.56,0.604,2,1,0.242,5.0,3,9619.28,1,4770.11,0
24,36499.19,5.0,13103.21,0.359,4,1,0.364,10.9,1,13309.2,0,13615.76,1
20,74767.73,10.6,21533.11,0.288,5,1,0.531,5.3,2,4293.69,2,7425.5,1
64,44915.03,10.9,14013.49,0.312,5,0,0.531,3.8,0,27918.42,0,2951.74,1
40,28711.48,15.8,17025.91,0.593,5,1,0.178,6.1,0,17413.07,2,3355.06,1
63,26046.97,10.1,12684.87,0.487,7,3,0.086,11.7,1,3847.75,1,4593.31,1
60,105308.38,0.0,34330.53,0.326,4,0,0.082,13.4,1,23578.83,2,12258.1,1
64,52356.02,2.4,10523.56,0.201,2,0,0.222,9.2,1,24556.68,1,27652.81,1
62,36505.43,8.5,8213.72,0.225,4,0,0.104,7.5,0,7319.64,0,3483.93,1
35,43600.88,2.3,12121.04,0.278,4,1,0.402,11.0,4,11197.02,1,2335.14,1
55,73403.17,4.6,31269.75,0.426,3,3,0.439,7.3,2,10449.28,0,3602.43,0
52,42331.94,4.7,19599.69,0.463,5,1,0.423,6.3,3,4330.78,2,10278.77,0
68,23748.87,2.3,5723.48,0.241,3,0,0.728,3.7,0,18327.97,1,5570.44,0
32,57694.69,11.7,27116.5,0.47,5,1,0.325,13.6,2,3201.84,1,1614.34,1
42,89695.32,3.5,19194.8,0.214,6,1,0.588,5.5,1,11773.81,0,3025.69,1
54,86745.36,3.1,22380.3,0.258,0,0,0.251,3.4,1,25356.72,1,3038.83,0
45,37061.54,30.0,4929.18,0.133,3,2,0.413,7.1,0,3593.03,1,1371.75,1
27,92465.08,3.4,11835.53,0.128,5,1,0.32,12.6,0,8301.08,2,1352.54,1
56,54528.29,1.0,11560.0,0.212,6,1,0.27,11.8,0,19612.2,1,698.7,1
34,91178.43,3.6,31547.74,0.346,4,2,0.292,7.2,0,12599.13,0,2497.36,1
56,65306.28,8.4,13126.56,0.201,4,0,0.165,5.9,0,16319.19,0,11583.53,1
39,22907.09,7.5,13171.58,0.575,5,4,0.487,19.3,1,6552.62,1,10123.91,0
43,117403.2,7.8,24654.67,0.21,3,1,0.393,4.4,0,5628.34,0,2888.61,1
61,50306.62,6.2,19015.9,0.378,2,3,0.226,8.3,2,8779.6,1,25344.44,0
42,65407.81,1.5,35843.48,0.548,1,2,0.116,4.9,0,11605.13,0,2791.57,0
34,25033.69,9.9,9112.26,0.364,5,0,0.045,12.5,1,14184.71,1,1980.51,1
30,63111.81,11.2,18617.98,0.295,3,3,0.063,12.6,0,12922.99,2,277.88,1
37,85089.92,1.1,31653.45,0.372,8,0,0.216,3.0,0,17805.15,2,3785.95,1
42,129011.93,0.7,34317.17,0.266,2,0,0.045,9.3,0,10609.34,2,1017.64,1
21,98735.51,18.6,19747.1,0.2,5,0,0.13,0.0,1,5278.8,1,17026.06,1
27,64673.86,10.1,28585.85,0.442,4,1,0.357,8.8,0,4389.43,2,670.48,1
20,22647.65,11.2,5956.33,0.263,4,0,0.273,0.0,1,15599.59,2,13967.44,1
58,52372.47,10.9,25714.88,0.491,7,2,0.064,9.8,0,18097.16,0,3811.51,0
62,36451.77,3.9,17095.88,0.469,4,3,0.164,6.7,0,32299.52,0,750.82,0
35,55132.18,5.2,20674.57,0.375,7,1,0.43,1.1,1,42366.99,2,406.07,1
64,26684.47,3.9,13235.5,0.496,3,0,0.07,10.8,1,17737.38,0,4648.4,1
53,44130.95,0.3,11827.09,0.268,6,1,0.67,8.4,2,12331.97,0,987.24,0
64,37850.84,6.8,17714.19,0.468,8,1,0.139,3.6,0,7690.33,0,280.01,0
39,37268.99,3.5,17404.62,0.467,6,1,0.184,11.8,1,5859.06,2,32057.63,1
51,37454.49,5.2,11423.62,0.305,4,2,0.2,7.7,3,10302.07,0,8451.09,1
64,45801.52,3.5,13099.23,0.286,5,0,0.218,10.1,0,9293.22,1,754.72,1
25,56562.27,3.4,22568.35,0.399,3,0,0.414,6.5,1,31042.62,0,336.7,0
57,14055.28,0.9,9065.66,0.645,1,0,0.215,7.3,2,14067.31,0,12296.48,0
66,14939.79,1.6,4706.03,0.315,1,1,0.544,15.9,0,8622.26,0,586.83,1
61,41384.2,0.9,11670.34,0.282,3,1,0.538,5.2,1,5831.16,1,3358.04,1
36,44405.36,1.1,23401.62,0.527,6,1,0.354,9.5,1,13636.4,0,5039.91,0
59,53882.21,18.1,19397.6,0.36,2,1,0.421,9.5,0,10751.53,2,1607.83,1
58,34069.7,0.8,16353.46,0.48,1,2,0.236,2.3,0,7548.49,1,922.95,0
54,49253.35,1.6,28123.66,0.571,2,0,0.24,9.6,0,6555.8,0,304.22,1
23,52222.13,4.5,3342.22,0.064,5,2,0.359,0.1,1,13759.44,1,5171.04,0
69,33952.61,4.7,11679.7,0.344,3,2,0.351,18.2,1,7751.9,2,51877.77,1
43,81367.23,0.8,25712.04,0.316,3,1,0.299,15.1,1,8151.5,2,752.29,1
51,53556.54,7.9,11032.65,0.206,5,0,0.445,0.0,2,7399.97,1,901.34,0
62,64439.4,7.7,3995.24,0.062,2,1,0.526,13.7,2,54210.86,1,7555.54,1
23,50737.62,1.4,5631.88,0.111,3,0,0.145,8.5,0,10880.23,2,159.93,1
54,140341.86,1.7,51365.12,0.366,1,0,0.308,0.6,1,6039.5,1,1155.63,1
50,66052.06,13.9,17834.06,0.27,8,2,0.156,0.0,0,2113.87,1,3830.52,1
39,38407.32,8.7,8833.68,0.23,6,0,0.136,7.8,1,3698.34,1,1103.83,1
38,73901.13,6.0,26900.01,0.364,4,2,0.328,16.3,1,8302.04,1,5552.4,0
23,21616.18,0.4,5317.58,0.246,3,2,0.468,19.8,2,27365.11,2,4895.14,0
23,52041.68,2.7,28310.67,0.544,2,0,0.105,9.4,0,39031.25,1,3421.56,1
65,57502.3,4.1,14778.09,0.257,1,1,0.435,3.0,1,8578.7,0,1199.01,0
21,52339.7,1.0,30147.67,0.576,5,3,0.115,17.2,1,12314.2,2,1822.02,0
47,41485.97,3.0,14312.66,0.345,6,1,0.469,3.4,1,8962.15,0,3274.75,0
28,29550.72,4.6,7446.78,0.252,5,1,0.377,6.3,1,13006.24,1,3838.45,0
47,33035.12,2.0,7961.46,0.241,0,0,0.146,11.4,1,8567.46,0,16524.37,1
48,51587.64,7.6,29766.07,0.577,7,3,0.326,14.6,1,7084.53,1,7151.7,1
41,28092.01,9.2,12753.77,0.454,1,3,0.224,2.3,1,6673.98,0,1897.11,1
26,118786.59,2.0,28033.64,0.236,3,2,0.091,7.9,0,15154.1,0,5870.48,1
20,13089.31,9.1,4816.87,0.368,3,2,0.705,11.3,2,21626.28,0,6369.32,0
68,41701.03,0.5,0.0,0.0,1,0,0.513,0.0,1,7558.42,1,1356.95,1
48,51802.56,9.1,7770.38,0.15,3,1,0.192,0.0,1,15312.73,0,5992.51,1
57,63177.94,0.8,14973.17,0.237,3,0,0.229,0.0,1,10872.61,2,2246.82,1
54,31009.15,0.4,7256.14,0.234,4,1,0.18,9.3,0,7867.6,1,4231.59,0
53,86434.95,5.1,45983.39,0.532,5,1,0.204,11.0,0,14867.28,1,10007.43,1
41,24418.21,3.2,1538.35,0.063,2,1,0.323,14.0,1,22220.72,2,10210.67,1
48,36935.77,11.9,5023.26,0.136,4,2,0.823,9.7,0,6036.23,2,1050.18,1
23,66861.18,2.3,27947.97,0.418,3,1,0.256,19.8,1,8155.28,1,783.64,1
19,82462.12,1.7,31747.92,0.385,6,0,0.161,11.2,1,23861.84,1,25172.01,1
37,24294.36,3.5,7239.72,0.298,4,1,0.343,14.7,0,9647.53,0,25316.49,0
45,183968.24,3.0,121051.1,0.658,1,3,0.113,12.8,0,6143.81,0,7179.61,1
28,31296.27,2.1,13864.25,0.443,5,1,0.414,9.4,0,10959.1,1,2088.91,1
21,25435.69,5.9,13557.22,0.533,5,2,0.139,16.0,0,9948.59,1,2096.38,1
32,63029.46,7.1,21556.08,0.342,5,1,0.197,11.3,0,18645.52,1,920.09,1
23,41185.98,9.6,11037.84,0.268,7,0,0.178,5.1,2,9641.25,0,3869.01,1
66,38252.87,18.0,10328.27,0.27,5,1,0.451,9.0,0,9837.04,1,2573.98,1
47,66027.2,1.6,32287.3,0.489,5,2,0.214,6.4,1,9593.86,2,2662.45,1
55,22841.91,6.3,10644.33,0.466,3,2,0.02,4.1,3,10943.7,1,749.68,0
68,20929.87,2.5,6634.77,0.317,4,0,0.181,4.6,1,24586.45,1,9362.94,0
19,36362.32,5.7,15308.54,0.421,6,2,0.223,11.1,3,15289.24,2,5106.91,1
32,84031.82,3.2,41511.72,0.494,5,2,0.445,1.1,1,5295.09,0,5154.8,0
28,37159.41,25.4,9847.24,0.265,4,2,0.111,9.4,1,11718.72,0,349.62,1
25,109051.81,6.5,32497.44,0.298,3,4,0.353,5.4,0,12178.81,0,482.56,1
43,89367.05,15.2,37266.06,0.417,2,0,0.264,3.0,2,12406.39,1,797.06,1
68,56470.47,9.0,4630.58,0.082,4,1,0.242,7.5,0,4072.87,1,7541.68,1
62,58096.57,11.7,24400.56,0.42,1,2,0.268,8.7,0,10805.03,2,1657.34,1
61,56443.83,8.4,10216.33,0.181,6,1,0.251,18.2,1,7039.24,2,861.45,1
22,53096.11,3.1,26070.19,0.491,7,0,0.095,2.9,1,4030.31,1,6533.9,1
23,40818.03,1.5,27429.72,0.672,3,1,0.333,9.5,0,20446.24,1,2020.47,0
43,43256.64,2.3,10597.88,0.245,1,1,0.159,10.3,3,8355.26,1,4664.07,0
21,28710.55,0.1,4249.16,0.148,3,1,0.448,7.5,1,8430.5,1,878.49,0
36,16235.88,3.7,5244.19,0.323,6,1,0.209,15.2,2,16802.21,0,2886.03,1
37,85138.56,3.5,26392.95,0.31,5,0,0.239,9.3,2,18296.14,0,14800.17,1
50,53030.86,3.7,23810.86,0.449,7,2,0.241,12.4,2,8524.64,2,13198.17,1
37,49173.28,18.3,18931.71,0.385,3,0,0.264,4.8,0,10072.71,0,1151.0,1
66,59827.73,12.1,18307.29,0.306,2,2,0.061,1.8,0,5398.8,0,2141.14,1
29,32396.36,0.9,11792.28,0.364,1,0,0.546,7.1,1,5622.69,1,7898.11,0
64,29716.83,2.3,5408.46,0.182,4,0,0.246,7.0,0,21561.93,0,3315.05,0
18,42538.19,2.8,20163.1,0.474,7,0,0.13,6.2,0,10170.81,2,4552.91,1
43,97153.67,2.2,57612.13,0.593,4,0,0.532,9.4,0,17711.93,0,15685.99,1
31,27326.97,8.0,4645.58,0.17,4,1,0.672,5.7,0,8962.88,2,3871.29,1
55,13180.15,3.7,1489.36,0.113,3,1,0.609,5.8,2,12734.6,1,1461.9,0
54,37771.1,4.2,10953.62,0.29,4,1,0.125,15.2,2,3476.4,2,13456.62,1
28,86798.96,9.6,14495.43,0.167,6,0,0.088,3.2,1,16587.82,0,1110.75,1
53,20614.05,8.2,3277.63,0.159,4,1,0.161,14.7,5,9726.44,1,2900.97,1
30,27169.71,0.7,3803.76,0.14,5,1,0.304,12.3,1,7465.3,2,1488.36,0
60,55925.37,6.3,17952.04,0.321,1,2,0.466,13.7,0,14431.04,1,712.37,1
20,177185.68,2.9,51029.48,0.288,5,1,0.172,13.7,3,17966.05,1,2637.92,1
50,24856.99,1.7,10091.94,0.406,4,0,0.179,7.4,0,7758.35,1,3205.09,1
23,24380.35,0.3,6485.17,0.266,3,1,0.057,4.6,2,4828.76,0,2205.59,1
67,58066.79,3.3,9755.22,0.168,2,1,0.158,6.4,2,26885.41,1,9902.3,1
27,89530.73,2.2,31067.16,0.347,4,0,0.508,8.0,1,8695.96,0,1197.68,1
22,35880.55,1.4,6853.19,0.191,4,1,0.284,2.1,1,3129.36,0,4600.02,0
40,21792.1,5.9,9305.23,0.427,3,0,0.221,10.0,1,7683.55,1,695.76,1
27,60893.07,7.3,6089.31,0.1,6,1,0.472,5.9,2,12961.86,0,52980.74,1
61,66664.02,1.4,1666.6,0.025,6,1,0.093,8.9,0,9422.81,0,1357.25,1
19,119291.76,0.3,13002.8,0.109,7,0,0.187,7.0,1,9159.75,0,426.75,1
30,68082.37,9.4,19539.64,0.287,2,0,0.102,12.6,0,8013.37,1,2253.58,1
57,74163.92,0.1,22768.32,0.307,1,1,0.57,10.7,2,7687.91,0,3912.78,1
19,42998.8,13.8,15952.55,0.371,5,0,0.157,4.9,1,4597.37,0,8598.81,1
37,166167.6,4.9,44034.41,0.265,5,0,0.153,8.4,1,4543.38,1,10805.41,1
18,40172.14,1.9,8958.39,0.223,3,0,0.262,0.0,0,12312.73,1,6293.56,1
54,36099.67,1.4,20396.31,0.565,2,0,0.031,5.8,2,20707.83,0,8177.25,0
26,121146.7,0.0,63602.02,0.525,5,2,0.434,9.4,2,8387.34,0,11208.02,1
34,23455.99,1.3,11681.08,0.498,6,0,0.292,3.2,0,22731.04,2,4011.29,0
26,19463.49,0.7,7707.54,0.396,4,0,0.601,11.8,2,19135.39,0,1193.81,0
28,52040.55,4.7,21232.54,0.408,3,3,0.112,1.5,1,9144.18,2,3317.32,1
32,48978.26,0.9,11216.02,0.229,3,0,0.399,9.5,0,14512.21,0,1262.19,0
41,43741.65,3.8,16271.89,0.372,4,0,0.146,7.2,0,13274.61,1,10499.25,1
55,80576.71,4.5,16840.53,0.209,7,1,0.444,13.5,0,7310.08,2,12611.67,1
52,31129.06,1.8,5976.78,0.192,7,3,0.226,5.2,2,2711.74,1,13564.04,1
47,50619.06,0.2,5416.24,0.107,4,1,0.189,7.1,1,10756.4,0,749.55,1
48,40943.45,0.2,16827.76,0.411,4,1,0.116,14.6,0,15076.51,2,10658.99,1
66,31394.59,0.1,11772.97,0.375,4,2,0.357,14.7,1,7100.29,2,1498.23,0
22,47528.27,6.7,14496.12,0.305,7,2,0.182,0.0,1,33000.21,0,4640.91,0
61,75079.13,1.9,21397.55,0.285,4,1,0.182,0.6,0,18388.42,1,8045.53,0
67,141532.42,8.0,10614.93,0.075,3,3,0.246,15.0,0,4090.58,1,531.21,1
31,65493.72,2.8,25411.56,0.388,5,1,0.041,13.8,1,8806.44,1,8390.19,1
28,13968.81,3.0,4232.55,0.303,2,1,0.43,12.1,0,5979.56,0,465.44,0
26,48094.83,3.6,23277.9,0.484,4,1,0.089,7.5,0,7939.27,1,2346.94,1
51,50256.81,6.2,18695.53,0.372,1,1,0.252,7.9,2,14654.87,0,9621.87,1
29,78284.47,1.6,35697.72,0.456,4,0,0.205,0.7,2,8509.61,0,14652.05,0
52,53766.46,0.6,18764.49,0.349,5,4,0.18,5.8,0,7029.04,1,7865.81,1
52,91724.47,4.1,34580.13,0.377,7,0,0.153,12.5,0,10471.91,0,1514.11,1
18,59625.3,2.0,29216.4,0.49,2,0,0.315,7.4,0,15613.14,2,1450.96,1
57,106873.27,2.9,34306.32,0.321,2,1,0.481,12.6,0,15520.07,1,2512.38,1
39,39364.79,5.2,16572.58,0.421,2,1,0.529,13.3,0,14316.97,0,3179.94,1
46,52689.51,3.4,14911.13,0.283,5,0,0.127,12.8,2,22519.13,0,8521.98,1
25,74111.11,4.8,24456.67,0.33,5,1,0.314,10.3,1,9374.13,1,2759.68,1
28,36823.92,3.9,21689.29,0.589,6,1,0.108,6.7,1,7968.68,2,1713.09,1
58,33024.12,6.7,14728.76,0.446,4,2,0.11,9.2,2,9015.77,0,1938.31,0
54,35786.43,6.1,9626.55,0.269,3,1,0.271,3.1,1,6089.74,1,11648.28,1
31,33704.69,3.8,13920.04,0.413,4,0,0.133,0.0,3,6005.1,1,3188.89,0
47,63658.04,5.7,10057.97,0.158,2,2,0.13,9.0,1,15417.91,2,18558.43,1
52,19586.5,10.3,6208.92,0.317,4,0,0.114,5.0,0,16290.91,0,9329.09,1
38,22516.76,2.8,4660.97,0.207,6,1,0.281,4.6,4,2023.27,0,1591.09,0
54,124414.4,2.7,52005.22,0.418,4,2,0.341,7.2,0,17398.55,0,1739.01,1
22,34113.61,7.2,10984.58,0.322,3,2,0.645,12.4,1,7732.8,1,2618.11,0
36,54176.77,4.4,21291.47,0.393,3,1,0.081,13.8,0,6772.23,0,2529.81,1
31,23281.79,0.4,10849.31,0.466,3,0,0.239,3.3,1,8134.14,1,11935.3,0
43,51382.97,11.1,14438.61,0.281,4,0,0.16,17.8,1,4641.13,1,1558.48,1
21,34217.64,0.2,9786.25,0.286,0,2,0.162,10.0,1,8947.9,2,3408.88,0
42,22436.74,6.9,7718.24,0.344,3,2,0.556,10.8,2,31224.1,0,4457.14,0
62,95650.88,7.1,21138.84,0.221,3,2,0.43,3.1,3,3910.36,1,6950.87,1
59,88546.48,15.3,30814.18,0.348,6,2,0.344,7.7,0,14342.81,2,5254.76,1
42,46458.87,0.3,16539.36,0.356,6,1,0.133,7.5,1,17761.07,1,4792.57,1
35,80798.16,4.5,31026.49,0.384,4,1,0.74,0.0,0,14033.11,1,1680.44,1
57,126962.41,2.8,52435.48,0.413,5,2,0.498,7.8,1,24840.69,0,1890.76,1
25,71470.35,2.0,7861.74,0.11,6,1,0.06,12.0,2,17835.77,0,4013.75,1
56,62307.67,0.5,9782.3,0.157,0,1,0.55,5.4,0,14802.76,0,2376.44,0
57,54147.92,4.1,9475.89,0.175,4,2,0.341,4.2,0,18450.19,0,973.66,1
31,67829.24,3.3,24689.84,0.364,3,1,0.467,13.3,2,17946.13,2,1759.14,0
49,40865.45,0.6,12545.69,0.307,2,1,0.61,9.0,1,8027.18,2,3661.33,1
68,42688.38,4.7,426.88,0.01,8,0,0.349,7.7,0,14453.64,1,12402.93,1
55,61417.23,6.7,39429.86,0.642,2,0,0.464,8.8,0,8402.13,1,963.21,1
50,38679.6,7.3,2011.34,0.052,1,2,0.238,10.9,1,4445.05,0,795.5,1
40,40827.05,11.8,14493.6,0.355,1,1,0.489,12.4,4,29792.9,1,7424.2,1
32,49025.38,2.6,21326.04,0.435,2,0,0.38,13.0,2,7100.74,1,1825.52,1
50,87142.83,15.3,21088.56,0.242,2,1,0.351,10.1,0,19096.91,2,1078.57,1
42,27824.39,10.0,12409.68,0.446,4,1,0.332,14.5,1,13641.08,1,2915.45,1
34,71652.92,1.8,14258.93,0.199,6,1,0.175,0.0,3,5781.72,1,1013.3,0
50,72831.09,0.9,27384.49,0.376,6,1,0.139,13.5,0,6213.58,0,41981.01,1
64,72613.49,2.9,1670.11,0.023,8,1,0.105,7.0,0,12561.64,0,1177.37,1
19,32748.97,2.6,17225.96,0.526,8,1,0.533,2.2,0,12577.56,0,3745.74,0
31,21029.03,4.3,7360.16,0.35,6,2,0.232,13.3,1,7897.44,2,5549.67,0
57,64851.17,4.4,7198.48,0.111,3,0,0.39,8.2,0,3830.96,0,9298.34,1
57,53839.86,6.9,23904.9,0.444,6,2,0.567,12.7,0,16025.26,1,817.24,0
68,80998.69,3.6,48194.22,0.595,5,0,0.308,6.8,3,1711.23,1,5139.03,1
56,34535.1,0.6,7286.91,0.211,4,0,0.138,9.8,2,12196.23,1,415.56,1
68,71686.6,9.8,22796.34,0.318,6,1,0.424,7.2,2,19529.86,2,4319.7,1
23,83050.66,1.9,22672.83,0.273,5,2,0.14,8.2,0,3263.17,1,2781.29,1
23,46739.51,17.8,10937.05,0.234,3,1,0.331,5.2,2,10894.19,0,7346.44,1
20,60383.11,0.6,13223.9,0.219,4,0,0.121,2.1,1,7861.45,2,4074.77,0
24,59336.7,15.9,15012.19,0.253,3,0,0.099,2.9,0,11125.35,0,2608.38,1
68,32508.77,0.5,8484.79,0.261,2,0,0.52,9.2,3,17796.07,0,2858.53,0
25,63930.27,1.3,18987.29,0.297,8,1,0.339,5.3,1,4412.28,1,519.96,1
59,110331.99,0.2,31554.95,0.286,4,2,0.183,10.7,1,8656.06,0,1121.93,1
69,49568.06,6.1,22999.58,0.464,2,1,0.504,7.3,1,8967.05,2,18496.2,1
32,23612.64,9.5,10649.3,0.451,2,1,0.065,5.6,1,3074.07,1,3810.44,1
64,34765.71,2.8,4171.89,0.12,3,1,0.192,16.8,1,13962.92,0,6756.57,0
46,20136.42,13.2,5255.61,0.261,2,0,0.17,5.0,2,26295.52,0,1421.14,1
50,93445.21,4.5,50273.52,0.538,5,0,0.123,8.9,1,14799.55,0,8475.72,1
69,71829.65,5.0,28300.88,0.394,4,1,0.534,16.7,0,10699.06,1,2132.26,1
47,38151.31,9.3,15260.52,0.4,5,2,0.384,12.7,2,16840.75,0,531.55,0
56,24124.18,1.8,9311.93,0.386,4,1,0.321,9.6,1,6925.86,0,2700.33,1
44,32317.12,2.2,10050.62,0.311,2,2,0.168,4.6,0,5831.96,1,14108.06,0
53,35627.09,11.8,12255.72,0.344,4,1,0.149,0.0,0,13469.52,1,249.68,1
46,51777.13,11.6,14963.59,0.289,5,1,0.336,0.0,0,11354.43,1,7208.24,1
55,50913.31,18.8,24336.56,0.478,0,1,0.412,6.1,1,11948.19,1,3601.28,1
50,95866.89,11.6,27897.26,0.291,5,1,0.023,16.6,1,5911.63,0,66921.16,1
54,34669.74,0.7,11545.02,0.333,4,1,0.166,4.2,0,4011.84,1,46803.78,1
44,23061.18,8.7,10608.14,0.46,5,0,0.459,2.9,1,5305.59,2,358.9,1
50,27488.16,2.6,8273.94,0.301,2,0,0.251,6.8,1,5933.26,0,15642.49,1
21,48459.69,23.4,16427.83,0.339,5,0,0.418,8.7,2,2908.25,0,1866.0,1
39,34052.58,3.2,10079.56,0.296,4,0,0.095,9.4,0,13162.24,0,2360.56,1
19,42361.52,4.0,14275.83,0.337,1,1,0.151,13.8,2,4566.0,0,1493.63,0
27,39065.04,3.8,11758.58,0.301,4,0,0.241,3.6,1,4417.07,0,1288.04,0
22,80428.13,1.9,21715.6,0.27,4,3,0.017,14.4,1,8457.82,0,14490.08,1
27,36552.95,0.4,8918.92,0.244,10,0,0.519,11.3,0,5746.54,1,176.79,1
50,40592.11,11.3,13151.84,0.324,5,1,0.472,5.0,1,3840.32,1,1342.01,1
55,70167.59,8.1,35294.3,0.503,3,0,0.274,3.4,1,4103.66,1,6711.42,1
30,36956.95,0.8,16408.89,0.444,3,0,0.216,1.4,1,13647.71,0,258.12,0
48,60573.1,7.5,6844.76,0.113,2,0,0.391,13.8,1,8088.08,2,2261.12,1
64,57857.75,4.9,16547.32,0.286,6,2,0.383,6.5,0,3991.14,1,699.18,1
53,52621.65,2.6,13365.9,0.254,3,0,0.801,6.4,2,23707.92,2,3947.43,1
62,27800.29,1.5,3224.83,0.116,2,1,0.179,9.2,0,6458.99,0,3165.02,1
41,90661.41,9.8,35448.61,0.391,1,2,0.202,2.4,3,13601.13,1,9134.36,0
69,148797.54,6.0,49995.97,0.336,4,0,0.164,15.6,0,9275.68,0,184.39,1
32,49237.66,4.0,32152.19,0.653,6,1,0.345,9.6,3,10495.94,1,4996.29,0
46,29051.42,4.7,8715.43,0.3,5,0,0.156,9.5,0,10020.99,1,1212.02,1
25,49739.34,0.5,11639.01,0.234,5,1,0.425,7.5,1,4327.36,0,16998.07,1
22,80412.91,3.2,17610.43,0.219,5,1,0.235,1.1,2,38041.96,2,1751.94,1
46,36040.77,1.1,10163.5,0.282,1,1,0.52,13.3,1,6270.89,1,1118.05,0
64,45961.09,1.2,20176.92,0.439,4,1,0.446,19.3,3,16240.11,0,1540.78,0
21,58123.6,5.4,26504.36,0.456,3,2,0.093,3.8,1,6158.35,0,5880.4,1
29,89457.95,12.1,70582.32,0.789,6,1,0.191,3.4,1,5098.5,0,6875.44,1
62,72237.3,2.6,12208.1,0.169,2,1,0.467,3.7,1,22506.36,0,2891.76,0
19,73749.83,1.2,26771.19,0.363,4,1,0.317,4.3,0,25185.92,1,921.49,0
44,39611.14,5.2,9783.95,0.247,5,1,0.269,15.3,0,12993.52,1,719.47,0
48,59931.62,10.2,24152.44,0.403,7,3,0.244,2.9,3,16062.53,1,6721.05,0
68,34167.1,6.9,19031.07,0.557,3,3,0.192,19.8,0,4663.53,2,5589.33,0
68,74814.2,10.2,35836.0,0.479,6,1,0.316,17.4,0,14700.83,0,4879.93,1
53,87169.5,3.8,14731.65,0.169,3,0,0.141,12.0,1,14609.16,0,19920.24,1
53,64646.02,7.0,29284.65,0.453,4,1,0.091,11.0,0,12876.02,2,1150.8,1
43,40794.18,0.8,1346.21,0.033,5,1,0.141,12.4,0,26581.52,0,31990.5,1
60,44273.27,2.1,0.0,0.0,4,0,0.424,5.3,1,2519.52,0,4468.49,1
44,120965.19,2.5,37862.1,0.313,3,0,0.243,2.3,2,8888.2,0,1626.15,1
22,41136.24,3.6,18182.22,0.442,3,1,0.203,8.7,1,24083.15,2,2793.01,0
37,82867.41,13.2,33312.7,0.402,5,1,0.505,1.3,1,5077.48,1,712.67,1
